,ts_code,symbol,name,area,industry,list_date
478,600594.SH,600594,益佰制药,贵州,中成药,20040323
479,600595.SH,600595,*ST中孚,河南,铝,20020626
480,600596.SH,600596,新安股份,浙江,化工原料,20010906
481,600597.SH,600597,光明乳业,上海,乳制品,20020828
482,600598.SH,600598,北大荒,黑龙江,种植业,20020329
483,600599.SH,600599,*ST熊猫,湖南,多元金融,20010828
484,600600.SH,600600,青岛啤酒,山东,啤酒,19930827
485,600601.SH,600601,方正科技,上海,IT设备,19901219
486,600602.SH,600602,云赛智联,上海,软件服务,19901219
487,600603.SH,600603,广汇物流,四川,仓储物流,19920113
488,600604.SH,600604,市北高新,上海,园区开发,19920327
489,600605.SH,600605,汇通能源,上海,房产服务,19920327
490,600606.SH,600606,绿地控股,上海,全国地产,19920327
491,600608.SH,600608,ST沪科,上海,钢加工,19920327
492,600609.SH,600609,金杯汽车,辽宁,汽车配件,19920724
493,600610.SH,600610,ST毅达,上海,建筑工程,19920805
494,600611.SH,600611,大众交通,上海,公共交通,19920807
495,600612.SH,600612,老凤祥,上海,服饰,19920814
496,600613.SH,600613,神奇制药,上海,中成药,19920820
497,600615.SH,600615,丰华股份,上海,小金属,19920910
498,600616.SH,600616,金枫酒业,上海,红黄酒,19920929
499,600617.SH,600617,国新能源,山西,供气供热,19921013
500,600618.SH,600618,氯碱化工,上海,化工原料,19921113
501,600619.SH,600619,海立股份,上海,机械基件,19921116
502,600620.SH,600620,天宸股份,上海,综合类,19921117
503,600621.SH,600621,华鑫股份,上海,证券,19921202
504,600622.SH,600622,光大嘉宝,上海,区域地产,19921203
505,600623.SH,600623,华谊集团,上海,汽车配件,19921204
506,600624.SH,600624,复旦复华,上海,化学制药,19930105
507,600626.SH,600626,申达股份,上海,纺织,19930107
508,600628.SH,600628,新世界,上海,百货,19930119
509,600629.SH,600629,华建集团,上海,建筑工程,19930209
510,600630.SH,600630,龙头股份,上海,纺织,19930209
511,600633.SH,600633,浙数文化,浙江,互联网,19930304
512,600634.SH,600634,*ST富控,上海,互联网,19930304
513,600635.SH,600635,大众公用,上海,供气供热,19930304
514,600636.SH,600636,国新文化,上海,化工原料,19930316
515,600637.SH,600637,东方明珠,上海,影视音像,19930316
516,600638.SH,600638,新黄浦,上海,区域地产,19930326
517,600639.SH,600639,浦东金桥,上海,园区开发,19930326
518,600640.SH,600640,号百控股,上海,影视音像,19930407
519,600641.SH,600641,万业企业,上海,区域地产,19930407
520,600642.SH,600642,申能股份,上海,火力发电,19930416
521,600643.SH,600643,爱建集团,上海,多元金融,19930426
522,600644.SH,600644,乐山电力,四川,水力发电,19930426
523,600645.SH,600645,中源协和,天津,生物制药,19930504
524,600647.SH,600647,同达创业,上海,综合类,19930504
525,600648.SH,600648,外高桥,上海,园区开发,19930504
526,600649.SH,600649,城投控股,上海,区域地产,19930518
527,600650.SH,600650,锦江投资,上海,公共交通,19930607
528,600651.SH,600651,*ST飞乐,上海,电器仪表,19901219
529,600652.SH,600652,ST游久,上海,互联网,19901219
530,600653.SH,600653,申华控股,辽宁,汽车服务,19901219
531,600654.SH,600654,ST中安,上海,软件服务,19901219
532,600655.SH,600655,豫园股份,上海,百货,19920902
533,600657.SH,600657,信达地产,北京,全国地产,19930524
534,600658.SH,600658,电子城,北京,园区开发,19930524
535,600660.SH,600660,福耀玻璃,福建,汽车配件,19930610
536,600661.SH,600661,昂立教育,上海,文教休闲,19930614
537,600662.SH,600662,强生控股,上海,公共交通,19930614
538,600663.SH,600663,陆家嘴,上海,园区开发,19930628
539,600664.SH,600664,哈药股份,黑龙江,化学制药,19930629
540,600665.SH,600665,天地源,陕西,全国地产,19930709
541,600666.SH,600666,ST瑞德,黑龙江,元器件,19930712
542,600667.SH,600667,太极实业,江苏,半导体,19930728
543,600668.SH,600668,尖峰集团,浙江,水泥,19930728
544,600671.SH,600671,*ST目药,浙江,中成药,19930823
545,600673.SH,600673,东阳光,广东,化学制药,19930917
546,600674.SH,600674,川投能源,四川,水力发电,19930924
547,600675.SH,600675,中华企业,上海,区域地产,19930924
548,600676.SH,600676,交运股份,上海,公共交通,19930928
549,600678.SH,600678,四川金顶,四川,水泥,19931008
550,600679.SH,600679,上海凤凰,上海,文教休闲,19931008
551,600681.SH,600681,百川能源,湖北,供气供热,19931018
552,600682.SH,600682,南京新百,江苏,百货,19931018
553,600683.SH,600683,京投发展,浙江,区域地产,19931025
554,600684.SH,600684,珠江实业,广东,全国地产,19931028
555,600685.SH,600685,中船防务,广东,船舶,19931028
556,600686.SH,600686,金龙汽车,福建,汽车整车,19931108
557,600687.SH,600687,退刚泰,,,19931108
558,600688.SH,600688,上海石化,上海,石油加工,19931108
559,600689.SH,600689,上海三毛,上海,纺织,19931108
560,600690.SH,600690,海尔智家,山东,家用电器,19931119
561,600691.SH,600691,阳煤化工,山西,农药化肥,19931119
562,600692.SH,600692,亚通股份,上海,房产服务,19931119
563,600693.SH,600693,东百集团,福建,百货,19931122
564,600694.SH,600694,大商股份,辽宁,百货,19931122
565,600695.SH,600695,绿庭投资,上海,多元金融,19931122
566,600696.SH,600696,ST岩石,上海,区域地产,19931206
567,600697.SH,600697,欧亚集团,吉林,百货,19931206
568,600698.SH,600698,ST天雁,湖南,汽车配件,19931206
569,600699.SH,600699,均胜电子,浙江,汽车配件,19931206
570,600702.SH,600702,ST舍得,四川,白酒,19960524
571,600703.SH,600703,三安光电,湖北,半导体,19960528
572,600704.SH,600704,物产中大,浙江,商贸代理,19960606
573,600705.SH,600705,中航资本,黑龙江,多元金融,19960516
574,600706.SH,600706,曲江文旅,陕西,旅游服务,19960516
575,600707.SH,600707,彩虹股份,陕西,元器件,19960520
576,600708.SH,600708,光明地产,上海,全国地产,19960606
577,600710.SH,600710,苏美达,江苏,工程机械,19960701
578,600711.SH,600711,盛屯矿业,福建,小金属,19960531
579,600712.SH,600712,南宁百货,广西,百货,19960626
580,600713.SH,600713,南京医药,江苏,医药商业,19960701
581,600714.SH,600714,金瑞矿业,青海,化工原料,19960606
582,600715.SH,600715,文投控股,辽宁,影视音像,19960701
583,600716.SH,600716,凤凰股份,江苏,区域地产,19960702
584,600717.SH,600717,天津港,天津,港口,19960614
585,600718.SH,600718,东软集团,辽宁,软件服务,19960618
586,600719.SH,600719,大连热电,辽宁,供气供热,19960716
587,600720.SH,600720,祁连山,甘肃,水泥,19960716
588,600721.SH,600721,ST百花,新疆,生物制药,19960626
589,600722.SH,600722,金牛化工,河北,化工原料,19960626
590,600723.SH,600723,首商股份,北京,百货,19960716
591,600724.SH,600724,宁波富达,浙江,水泥,19960716
592,600725.SH,600725,ST云维,云南,焦炭加工,19960702
593,600726.SH,600726,华电能源,黑龙江,火力发电,19960701
594,600727.SH,600727,鲁北化工,山东,农药化肥,19960702
595,600728.SH,600728,佳都科技,广东,软件服务,19960716
596,600729.SH,600729,重庆百货,重庆,百货,19960702
597,600730.SH,600730,中国高科,北京,综合类,19960726
598,600731.SH,600731,湖南海利,湖南,农药化肥,19960802
599,600732.SH,600732,爱旭股份,上海,电气设备,19960816
600,600733.SH,600733,北汽蓝谷,北京,汽车整车,19960816
601,600734.SH,600734,*ST实达,福建,IT设备,19960808
602,600735.SH,600735,新华锦,山东,商贸代理,19960726
603,600736.SH,600736,苏州高新,江苏,园区开发,19960815
604,600737.SH,600737,中粮糖业,新疆,食品,19960731
605,600738.SH,600738,兰州民百,甘肃,百货,19960802
606,600739.SH,600739,辽宁成大,辽宁,商贸代理,19960819
607,600740.SH,600740,山西焦化,山西,焦炭加工,19960808
608,600741.SH,600741,华域汽车,上海,汽车配件,19960826
609,600742.SH,600742,一汽富维,吉林,汽车配件,19960826
610,600743.SH,600743,华远地产,北京,区域地产,19960909
611,600744.SH,600744,华银电力,湖南,火力发电,19960905
612,600745.SH,600745,闻泰科技,湖北,通信设备,19960828
613,600746.SH,600746,江苏索普,江苏,化工原料,19960918
614,600748.SH,600748,上实发展,上海,全国地产,19960925
615,600749.SH,600749,西藏旅游,西藏,旅游景点,19961015
616,600750.SH,600750,江中药业,江西,中成药,19960923
617,600751.SH,600751,海航科技,天津,软件服务,19960909
618,600753.SH,600753,东方银星,福建,商贸代理,19960927
619,600754.SH,600754,锦江酒店,上海,酒店餐饮,19961011
620,600755.SH,600755,厦门国贸,福建,商贸代理,19961003
621,600756.SH,600756,浪潮软件,山东,软件服务,19960923
622,600757.SH,600757,长江传媒,湖北,出版业,19961003
623,600758.SH,600758,辽宁能源,辽宁,煤炭开采,19961029
624,600759.SH,600759,洲际油气,海南,石油开采,19961008
625,600760.SH,600760,中航沈飞,山东,航空,19961011
626,600761.SH,600761,安徽合力,安徽,工程机械,19961009
627,600763.SH,600763,通策医疗,浙江,医疗保健,19961030
628,600764.SH,600764,中国海防,北京,通信设备,19961104
629,600765.SH,600765,中航重机,贵州,航空,19961106
630,600766.SH,600766,园城黄金,山东,黄金,19961028
631,600767.SH,600767,ST运盛,四川,医疗保健,19961115
632,600768.SH,600768,宁波富邦,浙江,铝,19961111
633,600769.SH,600769,祥龙电业,湖北,建筑工程,19961101
634,600770.SH,600770,综艺股份,江苏,综合类,19961120
635,600771.SH,600771,广誉远,山西,中成药,19961105
636,600773.SH,600773,西藏城投,西藏,区域地产,19961108
637,600774.SH,600774,汉商集团,湖北,百货,19961108
638,600775.SH,600775,南京熊猫,江苏,通信设备,19961118
639,600776.SH,600776,东方通信,浙江,通信设备,19961126
640,600777.SH,600777,新潮能源,山东,石油开采,19961121
641,600778.SH,600778,友好集团,新疆,百货,19961203
642,600779.SH,600779,水井坊,四川,白酒,19961206
643,600780.SH,600780,通宝能源,山西,火力发电,19961205
644,600781.SH,600781,*ST辅仁,河南,中成药,19961218
645,600782.SH,600782,新钢股份,江西,普钢,19961225
646,600783.SH,600783,鲁信创投,山东,多元金融,19961225
647,600784.SH,600784,鲁银投资,山东,综合类,19961225
648,600785.SH,600785,新华百货,宁夏,百货,19970108
649,600787.SH,600787,中储股份,天津,仓储物流,19970121
650,600789.SH,600789,鲁抗医药,山东,化学制药,19970226
651,600790.SH,600790,轻纺城,浙江,商品城,19970228
652,600791.SH,600791,京能置业,北京,全国地产,19970130
653,600792.SH,600792,云煤能源,云南,焦炭加工,19970123
654,600793.SH,600793,宜宾纸业,四川,造纸,19970220
655,600794.SH,600794,保税科技,江苏,仓储物流,19970306
656,600795.SH,600795,国电电力,辽宁,火力发电,19970318
657,600796.SH,600796,钱江生化,浙江,农药化肥,19970408
658,600797.SH,600797,浙大网新,浙江,软件服务,19970418
659,600798.SH,600798,宁波海运,浙江,水运,19970423
660,600800.SH,600800,渤海化学,天津,综合类,19931206
661,600801.SH,600801,华新水泥,湖北,水泥,19940103
662,600802.SH,600802,福建水泥,福建,水泥,19940103
663,600803.SH,600803,新奥股份,河北,供气供热,19940103
664,600804.SH,600804,鹏博士,四川,电信运营,19940103
665,600805.SH,600805,悦达投资,江苏,综合类,19940103
666,600807.SH,600807,济南高新,山东,区域地产,19940103
667,600808.SH,600808,马钢股份,安徽,普钢,19940106
668,600809.SH,600809,山西汾酒,山西,白酒,19940106
669,600810.SH,600810,神马股份,河南,化纤,19940106
670,600811.SH,600811,东方集团,黑龙江,农业综合,19940106
671,600812.SH,600812,华北制药,河北,化学制药,19940114
672,600814.SH,600814,杭州解百,浙江,百货,19940114
673,600815.SH,600815,*ST厦工,福建,工程机械,19940128
674,600816.SH,600816,*ST安信,上海,多元金融,19940128
675,600817.SH,600817,ST宏盛,河南,多元金融,19940128
676,600818.SH,600818,中路股份,上海,文教休闲,19940128
677,600819.SH,600819,耀皮玻璃,上海,玻璃,19940128
678,600820.SH,600820,隧道股份,上海,建筑工程,19940128
679,600821.SH,600821,*ST劝业,天津,新型电力,19940128
680,600822.SH,600822,上海物贸,上海,商贸代理,19940204
681,600823.SH,600823,世茂股份,上海,全国地产,19940204
682,600824.SH,600824,益民集团,上海,百货,19940204
683,600825.SH,600825,新华传媒,上海,出版业,19940204
684,600826.SH,600826,兰生股份,上海,商贸代理,19940204
685,600827.SH,600827,百联股份,上海,超市连锁,19940204
686,600828.SH,600828,茂业商业,四川,百货,19940224
687,600829.SH,600829,人民同泰,黑龙江,医药商业,19940224
688,600830.SH,600830,香溢融通,浙江,多元金融,19940224
689,600831.SH,600831,广电网络,陕西,影视音像,19940224
690,600833.SH,600833,第一医药,上海,医药商业,19940224
691,600834.SH,600834,申通地铁,上海,公共交通,19940224
692,600835.SH,600835,上海机电,上海,运输设备,19940224
693,600836.SH,600836,*ST界龙,上海,广告包装,19940224
694,600837.SH,600837,海通证券,上海,证券,19940224
695,600838.SH,600838,上海九百,上海,百货,19940224
696,600839.SH,600839,四川长虹,四川,家用电器,19940311
697,600841.SH,600841,上柴股份,上海,机械基件,19940311
698,600843.SH,600843,上工申贝,上海,纺织机械,19940311
699,600844.SH,600844,丹化科技,江苏,化工原料,19940311
700,600845.SH,600845,宝信软件,上海,软件服务,19940311
701,600846.SH,600846,同济科技,上海,建筑工程,19940311
702,600847.SH,600847,万里股份,重庆,电气设备,19940324
703,600848.SH,600848,上海临港,上海,园区开发,19940324
704,600850.SH,600850,华东电脑,上海,软件服务,19940324
705,600851.SH,600851,海欣股份,上海,化学制药,19940404
706,600853.SH,600853,龙建股份,黑龙江,建筑工程,19940404
707,600854.SH,600854,春兰股份,江苏,家用电器,19940425
708,600855.SH,600855,航天长峰,北京,专用机械,19940425
709,600856.SH,600856,*ST中天,北京,供气供热,19940425
710,600857.SH,600857,宁波中百,浙江,百货,19940425
711,600858.SH,600858,银座股份,山东,百货,19940506
712,600859.SH,600859,王府井,北京,百货,19940506
713,600860.SH,600860,*ST京城,北京,专用机械,19940506
714,600861.SH,600861,北京城乡,北京,百货,19940520
715,600862.SH,600862,中航高科,江苏,航空,19940520
716,600863.SH,600863,内蒙华电,内蒙,火力发电,19940520
717,600864.SH,600864,哈投股份,黑龙江,证券,19940809
718,600865.SH,600865,百大集团,浙江,百货,19940809
719,600866.SH,600866,星湖科技,广东,食品,19940818
720,600867.SH,600867,通化东宝,吉林,生物制药,19940824
721,600868.SH,600868,梅雁吉祥,广东,水力发电,19940912
722,600869.SH,600869,远东股份,青海,电气设备,19950206
723,600870.SH,600870,ST厦华,福建,家用电器,19950228
724,600871.SH,600871,石化油服,北京,石油开采,19950411
725,600872.SH,600872,中炬高新,广东,食品,19950124
726,600873.SH,600873,梅花生物,西藏,食品,19950217
727,600874.SH,600874,创业环保,天津,环境保护,19950630
728,600875.SH,600875,东方电气,四川,电气设备,19951010
729,600876.SH,600876,洛阳玻璃,河南,玻璃,19951031
730,600877.SH,600877,ST电能,重庆,电气设备,19951013
731,600879.SH,600879,航天电子,湖北,航空,19951115
732,600880.SH,600880,博瑞传播,四川,广告包装,19951115
733,600881.SH,600881,亚泰集团,吉林,水泥,19951115
734,600882.SH,600882,妙可蓝多,上海,乳制品,19951206
735,600883.SH,600883,博闻科技,云南,水泥,19951208
736,600884.SH,600884,杉杉股份,浙江,综合类,19960130
737,600885.SH,600885,宏发股份,湖北,电气设备,19960205
738,600886.SH,600886,国投电力,北京,水力发电,19960118
739,600887.SH,600887,伊利股份,内蒙,乳制品,19960312
740,600888.SH,600888,新疆众和,新疆,铝,19960215
741,600889.SH,600889,南京化纤,江苏,化纤,19960308
742,600890.SH,600890,中房股份,北京,区域地产,19960318
743,600892.SH,600892,*ST大晟,深圳,影视音像,19960315
744,600893.SH,600893,航发动力,陕西,航空,19960408
745,600894.SH,600894,广日股份,广东,运输设备,19960328
746,600895.SH,600895,张江高科,上海,园区开发,19960422
747,600896.SH,600896,览海医疗,海南,医疗保健,19960503
748,600897.SH,600897,厦门空港,福建,机场,19960531
749,600898.SH,600898,*ST美讯,山东,通信设备,19960418
750,600900.SH,600900,长江电力,北京,水力发电,20031118
751,600901.SH,600901,江苏租赁,江苏,多元金融,20180301
752,600903.SH,600903,贵州燃气,贵州,供气供热,20171107
753,600908.SH,600908,无锡银行,江苏,银行,20160923
754,600909.SH,600909,华安证券,安徽,证券,20161206
755,600916.SH,600916,中国黄金,北京,黄金,20210205
756,600917.SH,600917,重庆燃气,重庆,供气供热,20140930
757,600918.SH,600918,中泰证券,山东,证券,20200603
758,600919.SH,600919,江苏银行,江苏,银行,20160802
759,600926.SH,600926,杭州银行,浙江,银行,20161027
760,600928.SH,600928,西安银行,陕西,银行,20190301
761,600929.SH,600929,雪天盐业,湖南,食品,20180326
762,600933.SH,600933,爱柯迪,浙江,汽车配件,20171117
763,600936.SH,600936,广西广电,广西,影视音像,20160815
764,600939.SH,600939,重庆建工,重庆,建筑工程,20170221
765,600956.SH,600956,新天绿能,河北,供气供热,20200629
766,600958.SH,600958,东方证券,上海,证券,20150323
767,600959.SH,600959,江苏有线,江苏,影视音像,20150428
768,600960.SH,600960,渤海汽车,山东,汽车配件,20040407
769,600961.SH,600961,株冶集团,湖南,铅锌,20040830
770,600962.SH,600962,国投中鲁,北京,软饮料,20040622
771,600963.SH,600963,岳阳林纸,湖南,造纸,20040525
772,600965.SH,600965,福成股份,河北,农业综合,20040713
773,600966.SH,600966,博汇纸业,山东,造纸,20040608
774,600967.SH,600967,内蒙一机,内蒙,运输设备,20040518
775,600968.SH,600968,海油发展,北京,石油开采,20190626
776,600969.SH,600969,郴电国际,湖南,水力发电,20040408
777,600970.SH,600970,中材国际,江苏,建筑工程,20050412
778,600971.SH,600971,恒源煤电,安徽,煤炭开采,20040817
779,600973.SH,600973,宝胜股份,江苏,电气设备,20040802
780,600975.SH,600975,新五丰,湖南,农业综合,20040609
781,600976.SH,600976,健民集团,湖北,中成药,20040419
782,600977.SH,600977,中国电影,北京,影视音像,20160809
783,600978.SH,600978,*ST宜生,广东,家居用品,20040824
784,600979.SH,600979,广安爱众,四川,水力发电,20040906
785,600980.SH,600980,北矿科技,北京,元器件,20040512
786,600981.SH,600981,汇鸿集团,江苏,商贸代理,20040630
787,600982.SH,600982,宁波能源,浙江,供气供热,20040706
788,600983.SH,600983,惠而浦,安徽,家用电器,20040727
789,600984.SH,600984,建设机械,陕西,工程机械,20040707
790,600985.SH,600985,淮北矿业,安徽,煤炭开采,20040428
791,600986.SH,600986,浙文互联,山东,互联网,20040426
792,600987.SH,600987,航民股份,浙江,纺织,20040809
793,600988.SH,600988,赤峰黄金,内蒙,黄金,20040414
794,600989.SH,600989,宝丰能源,宁夏,化工原料,20190516
795,600990.SH,600990,四创电子,安徽,通信设备,20040510
796,600992.SH,600992,贵绳股份,贵州,钢加工,20040514
797,600993.SH,600993,马应龙,湖北,中成药,20040517
798,600995.SH,600995,文山电力,云南,水力发电,20040615
799,600996.SH,600996,贵广网络,贵州,影视音像,20161226
800,600997.SH,600997,开滦股份,河北,煤炭开采,20040602
801,600998.SH,600998,九州通,湖北,医药商业,20101102
802,600999.SH,600999,招商证券,深圳,证券,20091117
803,601000.SH,601000,唐山港,河北,港口,20100705
804,601001.SH,601001,晋控煤业,山西,煤炭开采,20060623
805,601002.SH,601002,晋亿实业,浙江,机械基件,20070126
806,601003.SH,601003,柳钢股份,广西,普钢,20070227
807,601005.SH,601005,重庆钢铁,重庆,普钢,20070228
808,601006.SH,601006,大秦铁路,山西,铁路,20060801
809,601007.SH,601007,金陵饭店,江苏,酒店餐饮,20070406
810,601008.SH,601008,连云港,江苏,港口,20070426
811,601009.SH,601009,南京银行,江苏,银行,20070719
812,601010.SH,601010,文峰股份,江苏,超市连锁,20110603
813,601011.SH,601011,宝泰隆,黑龙江,焦炭加工,20110309
814,601012.SH,601012,隆基股份,陕西,电气设备,20120411
815,601015.SH,601015,陕西黑猫,陕西,焦炭加工,20141105
816,601016.SH,601016,节能风电,北京,新型电力,20140929
817,601018.SH,601018,宁波港,浙江,港口,20100928
818,601019.SH,601019,山东出版,山东,出版业,20171122
819,601020.SH,601020,华钰矿业,西藏,铅锌,20160316
820,601021.SH,601021,春秋航空,上海,空运,20150121
821,601028.SH,601028,玉龙股份,江苏,商贸代理,20111107
822,601038.SH,601038,一拖股份,河南,农用机械,20120808
823,601058.SH,601058,赛轮轮胎,山东,汽车配件,20110630
824,601066.SH,601066,中信建投,北京,证券,20180620
825,601068.SH,601068,中铝国际,北京,建筑工程,20180831
826,601069.SH,601069,西部黄金,新疆,黄金,20150122
827,601077.SH,601077,渝农商行,重庆,银行,20191029
828,601086.SH,601086,国芳集团,甘肃,百货,20170929
829,601088.SH,601088,中国神华,北京,煤炭开采,20071009
830,601098.SH,601098,中南传媒,湖南,出版业,20101028
831,601099.SH,601099,太平洋,云南,证券,20071228
832,601100.SH,601100,恒立液压,江苏,工程机械,20111028
833,601101.SH,601101,昊华能源,北京,煤炭开采,20100331
834,601106.SH,601106,中国一重,黑龙江,工程机械,20100209
835,601107.SH,601107,四川成渝,四川,路桥,20090727
836,601108.SH,601108,财通证券,浙江,证券,20171024
837,601111.SH,601111,中国国航,北京,空运,20060818
838,601113.SH,601113,ST华鼎,浙江,化纤,20110509
839,601116.SH,601116,三江购物,浙江,超市连锁,20110302
840,601117.SH,601117,中国化学,北京,建筑工程,20100107
841,601118.SH,601118,海南橡胶,海南,橡胶,20110107
842,601126.SH,601126,四方股份,北京,电气设备,20101231
843,601127.SH,601127,小康股份,重庆,汽车配件,20160615
844,601128.SH,601128,常熟银行,江苏,银行,20160930
845,601137.SH,601137,博威合金,浙江,铜,20110127
846,601138.SH,601138,工业富联,深圳,通信设备,20180608
847,601139.SH,601139,深圳燃气,深圳,供气供热,20091225
848,601155.SH,601155,新城控股,江苏,区域地产,20151204
849,601158.SH,601158,重庆水务,重庆,水务,20100329
850,601162.SH,601162,天风证券,湖北,证券,20181019
851,601163.SH,601163,三角轮胎,山东,汽车配件,20160909
852,601166.SH,601166,兴业银行,福建,银行,20070205
853,601168.SH,601168,西部矿业,青海,铜,20070712
854,601169.SH,601169,北京银行,北京,银行,20070919
855,601177.SH,601177,杭齿前进,浙江,机械基件,20101011
856,601179.SH,601179,中国西电,陕西,电气设备,20100128
857,601186.SH,601186,中国铁建,北京,建筑工程,20080310
858,601187.SH,601187,厦门银行,福建,银行,20201027
859,601188.SH,601188,龙江交通,黑龙江,路桥,20100319
860,601198.SH,601198,东兴证券,北京,证券,20150226
861,601199.SH,601199,江南水务,江苏,水务,20110317
862,601200.SH,601200,上海环境,上海,环境保护,20170331
863,601208.SH,601208,东材科技,四川,化工原料,20110520
864,601211.SH,601211,国泰君安,上海,证券,20150626
865,601212.SH,601212,白银有色,甘肃,铜,20170215
866,601216.SH,601216,君正集团,内蒙,化工原料,20110222
867,601218.SH,601218,吉鑫科技,江苏,机械基件,20110506
868,601222.SH,601222,林洋能源,江苏,电器仪表,20110808
869,601225.SH,601225,陕西煤业,陕西,煤炭开采,20140128
870,601226.SH,601226,华电重工,北京,专用机械,20141211
871,601228.SH,601228,广州港,广东,港口,20170329
872,601229.SH,601229,上海银行,上海,银行,20161116
873,601231.SH,601231,环旭电子,上海,元器件,20120220
874,601233.SH,601233,桐昆股份,浙江,化纤,20110518
875,601236.SH,601236,红塔证券,云南,证券,20190705
876,601238.SH,601238,广汽集团,广东,汽车整车,20120329
877,601258.SH,601258,ST庞大,河北,汽车服务,20110428
878,601288.SH,601288,农业银行,北京,银行,20100715
879,601298.SH,601298,青岛港,山东,港口,20190121
880,601311.SH,601311,骆驼股份,湖北,电气设备,20110602
881,601318.SH,601318,中国平安,深圳,保险,20070301
882,601319.SH,601319,中国人保,北京,保险,20181116
883,601326.SH,601326,秦港股份,河北,港口,20170816
884,601328.SH,601328,交通银行,上海,银行,20070515
885,601330.SH,601330,绿色动力,深圳,环境保护,20180611
886,601333.SH,601333,广深铁路,深圳,铁路,20061222
887,601336.SH,601336,新华保险,北京,保险,20111216
888,601339.SH,601339,百隆东方,浙江,纺织,20120612
889,601360.SH,601360,三六零,天津,互联网,20120116
890,601366.SH,601366,利群股份,山东,百货,20170412
891,601368.SH,601368,绿城水务,广西,水务,20150612
892,601369.SH,601369,陕鼓动力,陕西,机械基件,20100428
893,601375.SH,601375,中原证券,河南,证券,20170103
894,601377.SH,601377,兴业证券,福建,证券,20101013
895,601388.SH,601388,怡球资源,江苏,铝,20120423
896,601390.SH,601390,中国中铁,北京,建筑工程,20071203
897,601398.SH,601398,工商银行,北京,银行,20061027
898,601399.SH,601399,ST国重装,四川,工程机械,20200608
899,601456.SH,601456,国联证券,江苏,证券,20200731
900,601500.SH,601500,通用股份,江苏,汽车配件,20160919
901,601512.SH,601512,中新集团,江苏,园区开发,20191220
902,601515.SH,601515,东风股份,广东,广告包装,20120216
903,601518.SH,601518,吉林高速,吉林,路桥,20100319
904,601519.SH,601519,大智慧,上海,软件服务,20110128
905,601555.SH,601555,东吴证券,江苏,证券,20111212
906,601566.SH,601566,九牧王,福建,服饰,20110530
907,601567.SH,601567,三星医疗,浙江,电器仪表,20110615
908,601568.SH,601568,北元集团,陕西,化工原料,20201020
909,601577.SH,601577,长沙银行,湖南,银行,20180926
910,601579.SH,601579,会稽山,浙江,红黄酒,20140825
911,601588.SH,601588,北辰实业,北京,区域地产,20061016
912,601595.SH,601595,上海电影,上海,影视音像,20160817
913,601598.SH,601598,中国外运,北京,仓储物流,20190118
914,601599.SH,601599,鹿港文化,江苏,纺织,20110527
915,601600.SH,601600,中国铝业,北京,铝,20070430
916,601601.SH,601601,中国太保,上海,保险,20071225
917,601606.SH,601606,长城军工,安徽,专用机械,20180806
918,601607.SH,601607,上海医药,上海,医药商业,19940324
919,601608.SH,601608,中信重工,河南,专用机械,20120706
920,601609.SH,601609,金田铜业,浙江,铜,20200422
921,601611.SH,601611,中国核建,上海,建筑工程,20160606
922,601615.SH,601615,明阳智能,广东,机械基件,20190123
923,601616.SH,601616,广电电气,上海,电气设备,20110201
924,601618.SH,601618,中国中冶,北京,建筑工程,20090921
925,601619.SH,601619,嘉泽新能,宁夏,新型电力,20170720
926,601628.SH,601628,中国人寿,北京,保险,20070109
927,601633.SH,601633,长城汽车,河北,汽车整车,20110928
928,601636.SH,601636,旗滨集团,湖南,玻璃,20110812
929,601658.SH,601658,邮储银行,北京,银行,20191210
930,601666.SH,601666,平煤股份,河南,煤炭开采,20061123
931,601668.SH,601668,中国建筑,北京,建筑工程,20090729
932,601669.SH,601669,中国电建,北京,建筑工程,20111018
933,601677.SH,601677,明泰铝业,河南,铝,20110919
934,601678.SH,601678,滨化股份,山东,化工原料,20100223
935,601686.SH,601686,友发集团,天津,钢加工,20201204
936,601688.SH,601688,华泰证券,江苏,证券,20100226
937,601689.SH,601689,拓普集团,浙江,汽车配件,20150319
938,601696.SH,601696,中银证券,上海,证券,20200226
939,601698.SH,601698,中国卫通,北京,电信运营,20190628
940,601699.SH,601699,潞安环能,山西,煤炭开采,20060922
941,601700.SH,601700,风范股份,江苏,电气设备,20110118
942,601702.SH,601702,华峰铝业,上海,铝,20200907
943,601717.SH,601717,郑煤机,河南,汽车配件,20100803
944,601718.SH,601718,际华集团,北京,服饰,20100816
945,601727.SH,601727,上海电气,上海,电气设备,20081205
946,601766.SH,601766,中国中车,北京,运输设备,20080818
947,601777.SH,601777,*ST力帆,重庆,摩托车,20101125
948,601778.SH,601778,晶科科技,江西,新型电力,20200519
949,601788.SH,601788,光大证券,上海,证券,20090818
950,601789.SH,601789,宁波建工,浙江,建筑工程,20110816
951,601798.SH,601798,蓝科高新,甘肃,化工机械,20110622
952,601799.SH,601799,星宇股份,江苏,汽车配件,20110201
953,601800.SH,601800,中国交建,北京,建筑工程,20120309
954,601801.SH,601801,皖新传媒,安徽,出版业,20100118
955,601808.SH,601808,中海油服,天津,石油开采,20070928
956,601811.SH,601811,新华文轩,四川,出版业,20160808
957,601816.SH,601816,京沪高铁,北京,铁路,20200116
958,601818.SH,601818,光大银行,北京,银行,20100818
